Name,Gender,Age,City,Tenure,ProductsNo,HasCard,ActiveMember,Credit,AccountBal,Salary,Exited
Da Chishi,Male,24,Tianjin,8,1,1,1,634,30129.5,126810,0
Qiu Liwei,Female,46,Beijing,5,1,1,0,559,4016.46,0,1
Wu Zhihui,Female,38,Beijing,7,1,1,0,519,35989.61,154154,0
De Daogao,Female,70,Tianjin,1,3,1,0,850,11908.79,119246,1
Hu Bao,Male,37,Shanghai,2,2,1,0,711,16057.14,0,1
Zhang Ming,Male,40,Tianjin,3,1,1,0,631,10028.6,132778,1
Jia Shuji,Female,51,Beijing,9,1,1,1,605,31658.61,128856,1
Zhen Shi,Female,39,Beijing,9,2,1,1,473,16431.64,144037,1
Wu Shangui,Male,32,Beijing,7,2,1,0,576,891.18,0,0
Bao Qiao,Male,35,Shanghai,2,2,1,1,699,10578.29,205970,0
Guan Yu,Male,67,Beijing,2,2,0,1,597,20773.58,0,0
Zhen Haowao,Female,76,Tianjin,10,1,1,0,719,33698.82,116914,0
Shuai Jile,Male,38,Shanghai,3,2,1,1,812,33426.91,156355,0
Ke Lian,Female,42,Beijing,6,1,1,0,566,34551.07,0,1
Zhang Jia,Female,48,Shanghai,5,2,0,0,743,35657.57,145395,1
Guo Hechai,Female,35,Tianjin,3,2,1,1,704,7698.18,189673,0
Xue Baochai,Male,29,Beijing,4,1,1,0,769,36019.65,178930,0
Qu Bo,Female,39,Tianjin,0,2,1,1,677,28217.64,136793,0
Yi Baoduo,Male,62,Shanghai,5,1,0,1,730,11761.73,137983,0
Si Shiba,Male,62,Tianjin,10,1,1,1,738,8177.06,102100,0
Qiu Liwei,Male,34,Beijing,7,2,0,0,506,22149.54,0,0
Zhi Fen,Male,38,Tianjin,7,2,1,1,712,11303.2,163304,0
Na De,Female,25,Beijing,6,2,0,0,473,8940.42,136120,0
San Shaneshi,Male,46,Shanghai,3,2,1,1,624,12012.43,0,0
Kan Jian,Male,35,Beijing,7,3,1,0,651,24751.68,91787,1
Qi Lai,Male,31,Beijing,10,2,0,0,757,36810.59,48633,0
Bao Qiao,Male,42,Beijing,7,1,0,1,667,20716.81,0,1
Qiu Deba,Female,39,Beijing,8,2,1,1,663,19343.95,0,0
Wei Sansi,Male,37,Beijing,5,2,1,1,521,16234.83,130187,0
Zhen dema,Male,34,Beijing,3,2,1,1,651,20191.13,0,0
Li Si,Male,34,Beijing,6,2,1,1,621,18953.75,0,0
We Po,Female,32,Beijing,8,2,1,1,850,10629.78,0,0
Kan Jian,Male,32,Tianjin,3,2,1,1,708,33042.16,186580,0
De Daogao,Female,50,Beijing,9,2,1,1,483,21227.57,0,0
Zhao Hu,Male,37,Beijing,4,1,0,0,592,33727.53,261612,0
Huang Jiangang,Male,43,Tianjin,5,2,1,0,718,6309.57,163117,0
Shei Zhidao,Male,27,Beijing,10,2,1,0,655,9870.16,0,0
Zhang De,Male,40,Beijing,7,1,0,1,702,25876.52,179010,0
Ba Qiu,Male,69,Beijing,3,2,1,1,719,11151.06,0,0
Zhao Hu,Male,40,Shanghai,8,2,1,1,427,15845.26,0,0
Te Ke,Male,34,Tianjin,2,2,0,1,636,10231.77,49330,0
Te Ke,Male,35,Beijing,0,2,0,1,651,7059.97,223641,1
Xue Qiao,Male,33,Beijing,9,1,1,0,701,36445.87,181438,0
Zhuan Ji,Female,40,Beijing,1,2,1,0,652,24197.88,0,0
Hu Bao,Male,30,Beijing,7,1,1,1,452,18932.56,138911,0
Er Shazi,Female,56,Beijing,7,2,1,1,558,22228.12,149119,0
Yu Laoren,Male,41,Beijing,1,1,0,1,601,33043.01,152485,0
Qi Hui,Female,42,Shanghai,0,1,1,1,499,2843,181041,1
Lang Ping,Female,36,Beijing,2,2,0,1,493,19076.53,0,0
Qi Hui,Female,32,Beijing,9,1,1,1,544,2783.86,136196,0
Zai Jian,Male,43,Shanghai,10,2,0,0,593,10225.24,0,0
Zhuan Ji,Male,35,Shanghai,9,1,1,1,658,13029.04,88350,0
Qi Fei,Female,36,Beijing,7,2,0,0,496,20668.88,0,0
San Shaneshi,Male,62,Tianjin,9,2,1,0,486,32129.03,145579,1
Zhang De,Female,33,Beijing,1,1,1,0,749,3855.53,91495,0
Ye Xu,Female,28,Beijing,8,2,1,1,693,30314.57,0,0
Qi Fei,Male,25,Shanghai,4,2,1,1,741,14124.98,0,0
Ba Genru,Male,33,Beijing,1,1,0,1,525,33494.94,138785,0
Yi zhi,Female,36,Beijing,6,2,0,1,652,21113.06,138398,0
Na De,Male,47,Tianjin,9,1,0,1,749,25937.91,135328,1
Zai Jian,Male,36,Beijing,7,2,1,1,556,6127.08,190493,0
Jia Baoyu,Female,38,Tianjin,7,1,0,1,766,389.28,161049,0
Zhao De,Male,67,Tianjin,1,2,1,1,706,16540.7,151630,1
Zhong Guoren,Male,37,Tianjin,9,1,1,1,727,6606.37,124466,1
Xiao Jian,Male,38,Beijing,4,3,1,0,684,14456.94,0,0
Xiao Jian,Female,41,Beijing,2,1,1,1,748,13602.16,112695,0
Zhao Hu,Female,40,Beijing,7,2,1,0,642,2048.34,0,0
Qi Fei,Male,52,Shanghai,9,1,1,1,712,22557.82,0,1
Qiu Ba,Female,34,Tianjin,1,1,1,1,743,20753.95,162036,0
Zhang Ming,Male,37,Beijing,6,2,0,1,725,33840.21,152949,0
Jiu Zheyang,Male,42,Beijing,1,2,0,0,679,13732.91,0,0
Ye Xu,Female,20,Beijing,4,2,0,1,640,14973.38,0,0
Qiu Deba,Female,30,Beijing,4,2,0,1,777,22105.53,0,0
Xue Qiao,Male,26,Tianjin,7,2,1,1,664,18192.18,142980,0
Hao Ya,Female,39,Shanghai,7,2,1,0,763,3720.6,0,0
Xue Baochai,Male,35,Tianjin,1,1,0,1,762,34103.53,144474,1
Wei Sansi,Female,33,Beijing,4,2,1,0,737,22010.57,0,0
Li Zhi,Male,53,Tianjin,6,2,1,1,712,25373.35,165718,0
Jiu Zheyang,Male,35,Tianjin,1,1,1,1,679,34090.07,135602,0
Yu Laoren,Male,47,Beijing,0,1,1,1,621,25589.17,0,1
We Maoqian,Male,41,Tianjin,10,2,1,1,616,21811.26,139261,0
Kan Jian,Male,43,Beijing,6,1,1,1,750,14257.05,140075,0
Qiu Deba,Female,38,Beijing,2,2,0,1,648,1826.28,0,0
Tan Anwen,Female,33,Beijing,0,1,1,0,573,26286.17,110853,0
Tian Tian,Female,37,Tianjin,7,2,1,0,638,30327.13,153152,0
Guan Yu,Male,45,Tianjin,4,1,1,1,709,2.21,151189,1
Zhao De,Female,50,Beijing,2,2,0,0,484,9210.43,111202,0
Zhang Ming,Male,37,Beijing,2,2,1,0,746,27379.35,0,0
Qi Moamao,Female,29,Shanghai,7,1,0,1,687,21615.85,115149,0
Qi Lai,Male,36,Shanghai,8,2,1,1,648,24864.52,180740,0
Cuo De,Female,23,Tianjin,4,1,1,0,708,19827.45,87863,0
Zhang San,Male,36,Tianjin,6,1,1,1,727,21612.56,172715,1
Na De,Female,67,Beijing,1,1,0,1,738,4352.24,160703,0
Zhang Jie,Female,35,Tianjin,2,1,1,1,711,23056.65,164338,0
Ping Shide,Female,38,Beijing,4,2,1,0,664,29521.13,91397,0
Mao Laoren,Male,40,Shanghai,2,1,0,1,754,679.66,197569,0
Ba Genru,Male,35,Shanghai,2,1,1,1,542,4266.64,215120,0
Qiu Deba,Male,40,Tianjin,1,2,0,0,651,33352.59,165755,1
Cha Buduo,Female,20,Shanghai,9,2,1,0,601,16595,150609,0
Qi Moamao,Male,49,Tianjin,7,3,1,1,663,16129.77,142865,1
Zhang Ming,Male,50,Shanghai,5,1,0,1,516,27943.77,0,1
Zhang De,Female,38,Beijing,8,1,1,1,843,2065.78,165912,0
Li Zhi,Male,37,Beijing,7,2,1,0,589,16537.3,104730,1
Zhang De,Female,41,Beijing,0,2,0,1,537,33510.99,0,0
Ren Gui,Male,38,Shanghai,2,1,1,1,689,15814.49,0,0
Cuo De,Female,24,Beijing,9,2,0,1,636,7424.61,0,0
Shei Shiwo,Male,29,Shanghai,2,1,1,1,586,6917.13,162914,0
Shei Zhidao,Male,31,Beijing,4,1,1,1,789,33046.44,215837,0
Ye Xu,Female,46,Beijing,10,2,0,0,556,20876.52,0,0
Zhang Jia,Male,31,Beijing,1,2,0,1,693,34851.02,0,0
Dao Lema,Male,30,Beijing,0,2,1,0,539,30780.04,0,0
Ba Qiu,Male,45,Shanghai,3,2,0,0,667,31291.58,0,0
Li Si,Female,45,Tianjin,9,1,1,1,658,30452.9,165512,0
Shei Shiwo,Female,28,Shanghai,8,2,1,0,663,26014.23,75368,0
Te Ke,Male,35,Tianjin,0,1,1,0,837,27786.86,177166,0
Shuai Jile,Female,40,Beijing,0,1,1,1,350,32948.6,136652,1
Zai Jian,Male,46,Shanghai,5,1,1,0,610,10400.43,113034,0
Wei Sansi,Male,32,Beijing,9,2,0,1,570,12009.73,144325,0
Shei Zhidao,Female,46,Beijing,6,1,0,0,587,13427.21,109249,0
Zhen Haowao,Male,36,Beijing,8,2,1,1,620,27904.01,0,0
Li Si,Male,24,Beijing,10,2,1,1,812,30001.17,0,0
Si Shiba,Male,40,Tianjin,6,1,1,0,850,7015.39,116367,0
Qu Bo,Male,37,Beijing,10,1,0,1,694,6372.21,176918,0
La Ma,Male,35,Beijing,2,1,1,1,463,22583.86,124546,0
Zhen Dema,Female,40,Beijing,8,1,0,0,550,31829.48,185103,1
Zhang Jia,Female,30,Tianjin,2,1,1,0,551,27876.95,176309,0
Zhen Shi,Male,36,Beijing,6,2,1,0,695,22585.25,140229,0
Qiu Ba,Male,29,Beijing,4,2,0,0,736,9886.23,0,0
Ji Leyuan,Male,48,Shanghai,1,2,0,1,676,2705.95,161941,0
Zhen Dema,Female,35,Shanghai,0,2,1,0,562,22925.33,0,0
Guan Yu,Female,27,Beijing,4,1,1,0,775,19906.69,187341,0
Tian Tian,Female,52,Tianjin,4,1,1,0,660,17376.24,106877,0
Zhao Lao,Female,39,Beijing,3,1,1,0,711,17266.91,187529,0
Jiu Zheyang,Female,42,Tianjin,8,2,1,0,708,157.43,236640,0
Li Zhi,Female,60,Tianjin,5,2,1,1,702,7941.98,170475,1
Mao Laoren,Female,40,Beijing,4,1,0,0,584,15459.29,101403,0
Ye Xu,Male,40,Shanghai,4,1,1,1,719,33669.46,157919,0
Ba Genru,Male,67,Shanghai,1,1,0,1,540,11368.45,108710,0
Zhong Guoren,Female,38,Beijing,10,1,1,1,518,31023.69,104261,0
Zhang De,Female,42,Shanghai,3,1,0,1,646,4380.41,122799,0
Chen De,Female,45,Beijing,8,2,1,0,628,37075.15,0,0
Zhao Wei,Male,44,Shanghai,1,1,0,1,623,15454.83,102491,0
Zhang San,Female,37,Beijing,3,2,0,0,780,34829.21,0,1
Wei Sansi,Male,32,Shanghai,3,1,0,1,588,954.86,134204,0
Zhong Guoren,Female,64,Shanghai,5,1,1,0,524,26019.05,0,1
Cuo De,Male,30,Tianjin,4,2,0,1,680,8486.53,133209,1
Zhi Fen,Male,30,Beijing,4,2,1,1,502,12669.95,0,0
Hu Ying,Male,29,Beijing,10,2,1,1,731,31061.69,0,0
Dou Bai,Female,53,Beijing,0,2,0,1,641,30613.89,152318,0
Huang Jiangang,Male,22,Beijing,9,2,1,0,625,30033.06,0,0
Zhang San,Female,48,Tianjin,2,2,1,0,608,6157.28,157347,0
Shuai Jile,Female,27,Beijing,2,2,0,0,639,23947.26,0,0
Jia Shi,Female,37,Tianjin,9,2,1,0,524,34346.97,156801,0
Qi Moamao,Male,34,Shanghai,7,2,1,0,609,8846.39,173055,0
Zhao Wei,Male,44,Shanghai,4,1,1,0,553,2062.96,0,0
La Ma,Female,35,Tianjin,9,2,1,0,542,89.66,156878,1
Li Zhi,Female,72,Shanghai,2,2,0,1,814,25019.69,0,0
Zhen Haowao,Female,42,Beijing,0,2,1,0,792,9017.21,121826,0
Ba Qiu,Male,37,Tianjin,7,1,1,0,765,1737.63,126332,0
Yi zhi,Male,38,Beijing,1,2,1,1,850,15297.63,0,0
Jia Shi,Male,31,Beijing,1,1,1,1,667,5402.98,146698,0
Qi Moamao,Male,30,Tianjin,8,1,0,0,642,8269.7,165432,0
Xiao Jian,Female,30,Shanghai,2,2,1,0,701,22112.93,0,0
Ni Bai,Female,61,Beijing,6,2,1,1,629,25558.81,0,0
De Daogao,Male,38,Beijing,8,2,0,1,489,37665.54,0,0
Si Shi,Female,31,Tianjin,1,2,1,1,850,853.95,160010,0
Na De,Female,50,Tianjin,10,1,1,0,454,29511.28,114262,1
Zheng Nengliang,Male,19,Shanghai,5,1,1,1,613,33824.73,0,0
Jiu Zheyang,Female,41,Tianjin,5,1,1,0,783,33832.87,131168,0
Da Chishi,Male,49,Beijing,3,2,1,1,611,27326.48,0,0
Guo Hechai,Male,42,Shanghai,4,2,0,0,552,37417.26,0,0
Zhao Hu,Male,31,Beijing,9,2,0,1,806,26800.83,0,0
Hu Ying,Female,30,Beijing,6,1,0,1,572,33465.63,0,0
Guo Hechai,Male,31,Beijing,3,2,1,0,616,32293.51,115945,0
Zhen Haowao,Male,34,Beijing,5,2,0,0,479,21665.06,144640,0
Bao Qiao,Female,46,Tianjin,4,1,1,0,706,20783.86,129414,1
Wo Shishei,Female,36,Tianjin,1,2,1,1,714,85.6,124979,0
Zhong Guoren,Female,51,Beijing,8,1,1,0,556,38013.5,75466,1
Ye Xu,Female,31,Beijing,1,1,0,0,818,34082.72,229760,0
Zhen Haowao,Female,55,Tianjin,8,3,0,0,484,26294.43,183700,1
Zen Meban,Female,32,Beijing,4,2,1,1,746,13940.67,0,0
Cuo De,Male,33,Beijing,9,1,1,0,586,1333.65,0,0
Wu Zhihui,Female,41,Tianjin,4,1,1,0,606,29918.99,163185,1
Wu Shangui,Female,41,Tianjin,7,1,1,1,589,19345.86,113921,0
Si Shi,Male,35,Beijing,5,1,1,0,661,29712.14,0,0
Hao Ya,Female,35,Beijing,5,2,1,0,602,5936.9,0,0
Guan Yu,Female,34,Beijing,7,1,1,1,574,25753.57,188181,0
Zhang San,Male,37,Beijing,7,1,1,0,679,37211.85,91340,0
Wu Zhihui,Female,40,Beijing,7,1,1,0,641,24282.34,0,0
Xue Baochai,Male,49,Shanghai,8,1,0,1,690,9753.59,143446,0
Na De,Male,45,Tianjin,7,3,1,1,515,7512.06,148783,1
Ke Lian,Male,37,Shanghai,1,1,1,1,407,9399.83,0,1
Li Si,Male,35,Shanghai,2,2,0,0,643,12997.96,0,0
Li Si,Female,31,Beijing,9,1,0,1,594,1093.52,0,0
Zhao De,Male,41,Beijing,10,2,0,1,605,18587.58,0,0
Dou Bai,Female,27,Beijing,7,1,1,1,781,33474.43,229467,1
Zhang Jie,Male,33,Beijing,5,2,1,0,690,26389.61,0,0
Wei Sansi,Female,41,Shanghai,5,1,1,0,773,5404.76,0,1
Tian Tian,Male,68,Beijing,5,2,1,1,611,28001.53,101533,0
Xue Qiao,Female,27,Beijing,9,2,1,0,749,25379.51,0,0
Fei Xing,Female,39,Tianjin,8,1,1,0,593,5215.02,186212,1
Mao Laoren,Male,34,Tianjin,6,2,1,0,764,31802.06,133775,1
Wo Shishei,Male,29,Beijing,3,2,0,1,825,13612.39,183115,0
Cuo De,Male,20,Shanghai,9,2,0,0,662,13978.49,128546,0
Yi zhi,Female,33,Beijing,4,1,1,1,530,33065.06,159048,0
Xue Qiao,Female,25,Beijing,7,2,1,0,717,36331.13,133658,0
Zhen Dema,Male,35,Shanghai,4,1,1,0,685,21728.42,169677,0
Zhang Ming,Female,29,Beijing,7,1,1,0,633,816.82,209086,0
Qi Hui,Female,33,Tianjin,3,3,1,0,505,8689.44,131003,1
Da Chishi,Male,46,Tianjin,2,1,1,1,693,11925.11,128859,0
Ren Shi,Male,60,Beijing,9,4,1,1,592,2603.06,0,1
Ren Gui,Male,27,Tianjin,7,2,0,1,754,16808.41,144621,0
Qi Moamao,Female,35,Beijing,10,1,1,1,548,5984.64,0,0
Tian Tian,Female,25,Beijing,8,2,1,1,470,35040.02,157408,0
Er Shiduo,Male,28,Beijing,8,2,0,1,598,8803.26,159890,0
Shei Zhidao,Female,44,Beijing,9,1,0,1,659,32478.39,28909,1
Qiu Deba,Male,37,Beijing,7,1,1,0,653,27701.87,167092,0
Shuai Jile,Female,34,Shanghai,6,1,1,0,656,2683.1,73649,1
We Po,Male,43,Shanghai,6,1,1,0,702,11778.66,142830,0
Cuo De,Female,41,Tianjin,8,2,1,0,619,21859.2,174679,0
Fei Xing,Female,40,Shanghai,0,1,1,1,698,27472.62,113226,0
Hu Ying,Female,27,Shanghai,3,2,1,0,782,27459.65,0,0
Zhao De,Male,52,Shanghai,4,1,0,1,636,6297.59,136880,1
Zhang De,Female,47,Tianjin,10,1,1,0,565,31711.18,171900,1
Zhen dema,Male,35,Beijing,3,2,1,1,753,35342.97,0,0
Wo lIaobu,Male,31,Beijing,6,2,0,0,553,23823.44,0,0
Ji Leyuan,Female,78,Beijing,6,1,1,1,635,22829.84,58470,0
San Shaneshi,Female,49,Shanghai,5,3,0,1,645,35887.17,135463,1
Qi Lai,Male,34,Shanghai,9,2,1,0,686,24391.93,0,0
Shuai Jile,Male,29,Beijing,5,1,0,1,548,33846.53,102635,0
Jia Shuji,Female,35,Tianjin,8,1,1,1,597,36874.31,161254,0
Ren Gui,Male,44,Beijing,6,2,1,0,729,29012.12,0,0
Qi Moamao,Male,49,Shanghai,1,2,1,1,551,25957.41,185457,0
Wei Sansi,Male,37,Beijing,8,2,0,1,703,14179.5,130333,0
Chen De,Male,46,Shanghai,8,1,1,1,619,25334.3,76753,1
Dao Lema,Female,29,Shanghai,9,1,1,1,562,1299.35,147978,0
Tan Anwen,Female,37,Shanghai,8,1,1,1,738,24627.12,123696,0
Ren Gui,Male,26,Beijing,6,1,0,0,725,25567.98,121382,0
Hu Ying,Female,46,Shanghai,9,1,0,0,790,2806.84,0,1
Shei Zhidao,Female,29,Shanghai,8,2,1,0,581,8935.98,0,0
Hu Ying,Male,37,Beijing,9,2,1,1,649,47.29,107471,0
Fei Xing,Female,40,Beijing,6,2,1,1,787,16090.24,0,0
La Ma,Female,36,Beijing,7,1,1,1,564,8916.41,253785,1
Tian Tian,Male,35,Beijing,5,1,0,0,727,27295.35,167728,0
Wei Sansi,Female,53,Shanghai,6,1,1,1,707,9963.75,134886,0
Zhi Fen,Male,32,Beijing,8,1,1,0,673,22365.14,149126,0
Si Shi,Female,31,Beijing,7,2,0,0,512,9431.37,0,0
Wang Qiang,Female,32,Beijing,8,1,0,0,468,37995.08,169309,0
Da Chishi,Female,41,Shanghai,6,1,1,0,657,3353.12,137907,0
Tian Ci,Male,48,Beijing,7,1,1,0,618,2661.91,0,1
Qi Lai,Male,55,Beijing,7,1,1,1,624,18168.64,146116,1
Qi Moamao,Male,26,Beijing,8,2,0,0,661,37643.56,0,0
Zhang Ming,Male,41,Shanghai,10,1,1,1,772,14498.19,118120,0
Zhao De,Male,25,Tianjin,5,1,1,1,538,19647.88,76854,0
Ren Shi,Male,48,Tianjin,3,2,0,1,555,15130.93,174728,0
Shen De,Male,25,Beijing,0,1,0,1,705,11450.69,119979,0
Ba Genru,Female,33,Beijing,7,1,1,0,758,35976.35,0,0
Ni Bai,Female,33,Tianjin,10,2,1,0,717,4442.05,125688,0
De Daogao,Male,30,Tianjin,5,2,1,0,726,517.03,136992,0
Chen De,Female,33,Beijing,1,1,0,1,494,17260.77,169559,0
Shuai Jile,Male,40,Beijing,7,2,0,0,585,27945.88,0,0
De Daogao,Male,26,Beijing,0,1,0,0,642,9076.99,0,0
Wo lIaobu,Female,57,Shanghai,0,1,0,1,580,20751.19,168290,0
Jia Shi,Male,34,Tianjin,9,2,1,1,751,5181.22,133471,0
Ji Leyuan,Male,44,Tianjin,9,2,1,1,648,17580.82,136985,0
Zhang Jia,Male,32,Beijing,6,2,0,1,606,6986.73,0,0
Zhen Haowao,Male,24,Beijing,10,1,0,0,554,17625.35,0,0
Qi Moamao,Female,34,Beijing,9,2,1,0,651,26407.97,0,0
Qu Bo,Male,44,Beijing,9,1,0,1,740,18456.59,0,1
Te Ke,Male,35,Shanghai,7,2,1,0,695,30666.91,0,0
Xiao Jian,Female,40,Shanghai,9,2,1,0,719,34842.09,0,0
Zen Meban,Male,24,Beijing,8,2,1,0,796,11730.28,0,0
Sheng Shiwu,Male,36,Beijing,9,1,0,1,737,36074.74,0,1
Tian Ci,Female,29,Beijing,1,2,0,0,620,29579.46,170650,0
Mao Laoren,Female,35,Shanghai,7,1,1,0,694,25539.27,0,1
Wu Shangui,Male,28,Shanghai,8,2,0,0,573,14848.95,0,0
Zhuan Ji,Male,51,Beijing,10,1,1,0,733,24892.83,174115,0
Bao Qiao,Male,28,Beijing,7,2,1,1,640,25066.52,0,0
Qi Fei,Female,37,Tianjin,8,2,0,0,741,21002.51,210133,0
Hu Ying,Male,35,Shanghai,2,2,0,1,670,16122.56,152850,0
Chen De,Male,46,Tianjin,9,1,1,1,612,18539.38,198584,1
Si Shiba,Female,39,Beijing,1,2,1,1,764,35928.32,158754,0
Fei Xing,Male,36,Beijing,9,3,1,0,625,25584.65,133512,1
Tan Anwen,Female,28,Tianjin,3,1,1,0,569,986.46,123040,1
Li Si,Female,24,Shanghai,7,1,0,0,668,20355.08,213974,1
Si Shiba,Male,47,Beijing,5,2,0,0,745,27875.66,0,0
Yu Laoren,Female,60,Beijing,2,4,1,1,653,26416.84,148500,1
Zhang San,Male,34,Beijing,5,2,1,1,602,14801.99,0,0
Bao Qiao,Female,44,Shanghai,0,1,1,1,637,23031.39,193876,0
Zhen Shi,Male,41,Tianjin,2,2,1,1,594,8040.19,150731,0
Huang Jiangang,Male,44,Beijing,3,2,1,0,601,5852.21,0,0
Zhen Shi,Female,34,Beijing,2,1,0,0,605,6880,0,0
Qi Hui,Male,28,Beijing,4,1,1,1,672,32403.3,205741,0
Zhang Ming,Female,51,Beijing,5,2,0,1,810,35281.97,0,0
Tian Tian,Male,43,Shanghai,2,2,0,1,743,17825.78,199023,1
Zhao Lao,Male,37,Shanghai,4,1,1,1,850,5519.23,168762,0
Jia Shuji,Male,31,Shanghai,8,2,1,0,699,28233.55,154891,0
Wo Shishei,Female,37,Beijing,9,1,1,0,719,4933.76,124791,1
Zhi Fen,Male,30,Beijing,8,1,0,0,737,6104.87,214458,0
Zhang De,Female,39,Beijing,6,2,1,1,655,28479.64,116396,0
Er Shazi,Female,22,Beijing,3,1,0,0,510,8484.59,192906,0
Si Shiba,Female,40,Beijing,9,2,0,1,647,17659.12,0,0
Guan Yu,Male,24,Tianjin,8,1,0,0,532,6545.21,175589,0
Tian Ci,Male,36,Shanghai,5,2,1,0,458,15243.55,0,0
Wang Qiang,Female,48,Tianjin,10,3,0,1,706,30257.87,128508,1
Hu Ying,Female,25,Tianjin,9,2,1,0,736,26098.9,100531,0
Tian Ci,Male,34,Shanghai,9,2,1,0,745,9569.07,0,0
Ba Qiu,Male,58,Shanghai,6,2,0,1,652,32509.64,0,0
Tian Tian,Female,40,Beijing,1,1,0,0,702,1857.07,127366,1
Qu Bo,Male,33,Shanghai,2,2,1,1,631,30261.72,0,0
Wo Shishei,Male,64,Beijing,4,2,1,1,543,28356.75,0,0
Yi Baoduo,Female,41,Tianjin,2,1,0,1,595,21466.47,170821,0
Da Chishi,Male,75,Shanghai,7,1,0,1,657,17528.41,155317,0
Tian Tian,Male,51,Beijing,3,1,1,1,765,22070.61,151748,0
Dou Bai,Female,36,Tianjin,0,2,1,1,850,18933.01,168486,0
We Po,Male,60,Beijing,7,2,1,1,429,31298.56,0,0
Wo Bai,Male,31,Beijing,3,1,1,1,531,8143.27,0,0
Zhao Wei,Female,32,Tianjin,8,4,1,1,497,1816.05,137191,1
Qi Moamao,Female,47,Shanghai,1,1,1,0,713,20616.65,0,1
Si Shiba,Male,29,Beijing,2,2,1,0,777,23803.03,0,0
Wei Sansi,Male,33,Tianjin,2,2,1,0,599,16261.17,63898,0
Wu Zhihui,Female,45,Tianjin,5,1,1,0,850,11488.16,127809,1
Xue Qiao,Female,33,Beijing,7,1,1,0,659,26107.09,110626,0
Shuai Jile,Male,46,Beijing,3,2,1,0,518,14630.17,0,0
Xue Qiao,Male,29,Tianjin,8,1,0,1,684,15199.81,156542,0
Zhen dema,Male,40,Tianjin,10,1,1,0,672,245.85,126666,1
Lang Ping,Male,24,Beijing,1,1,1,1,534,32438.49,0,0
Fei Xing,Male,41,Shanghai,2,1,0,0,575,24150.52,123077,0
Hu Ying,Female,46,Beijing,10,2,1,0,589,7079.21,131904,0
Wu Zhihui,Male,44,Beijing,2,3,1,0,651,19604.27,0,1
Dao Lema,Female,26,Beijing,2,2,0,0,700,9570.06,0,0
Xue Baochai,Female,42,Shanghai,6,1,1,0,662,9224.16,129176,0
Qiu Ba,Female,47,Tianjin,5,2,1,1,835,8768.55,133196,1
Na De,Female,47,Tianjin,10,1,1,0,706,26948.17,177231,1
Li Zhi,Male,36,Tianjin,5,2,0,0,792,357.79,142342,0
Zhang Jie,Female,63,Shanghai,1,1,1,1,687,7254.06,169390,0
Zhang Jia,Female,39,Shanghai,7,2,0,0,786,19298.2,0,0
Jiu Zheyang,Male,43,Beijing,0,1,1,0,737,7632.88,98512,1
San Shaneshi,Female,33,Shanghai,3,1,0,1,750,29309.55,199016,1
Te kepa,Female,26,Shanghai,4,2,0,1,779,7322.41,214411,0
Te Ke,Male,51,Tianjin,4,1,0,0,621,33984.81,135274,1
Kan Jian,Male,34,Beijing,2,2,1,1,421,18473.27,0,0
Zhen Haowao,Male,34,Beijing,3,2,1,1,755,30366.35,0,0
Mao Laoren,Female,44,Shanghai,2,2,1,0,842,24215.1,138562,0
Fei Xing,Male,26,Beijing,7,2,0,1,545,29942.3,0,0
Tian Tian,Male,71,Beijing,4,2,1,1,581,37774.77,0,0
San Shaneshi,Female,33,Beijing,2,2,1,0,663,29310.7,0,0
Zen Meban,Male,41,Beijing,7,2,1,0,613,11529.2,0,0
Dao Lema,Male,24,Shanghai,3,1,1,0,559,16422.75,141130,1
Wo lIaobu,Female,31,Beijing,1,1,1,1,622,29121.5,110317,0
Er Shazi,Male,52,Beijing,9,1,1,1,595,20332.82,0,1
Jia Shuji,Male,37,Beijing,3,2,1,1,445,34419.19,0,0
Tian Tian,Male,35,Tianjin,2,2,0,1,498,36012.05,150021,0
Ni Bai,Female,41,Beijing,7,2,0,1,522,33801.22,0,0
Jia Baoyu,Male,39,Beijing,7,2,1,0,673,20945.61,101174,0
Wo lIaobu,Female,44,Beijing,2,1,1,1,767,26178.8,187586,0
Hu Ying,Female,46,Tianjin,3,3,1,0,753,30511.8,137161,1
Ye Xu,Male,33,Shanghai,5,2,1,1,778,6263.39,143263,0
Qi Moamao,Female,51,Tianjin,9,1,0,1,772,8924.57,177035,1
Er Shazi,Male,52,Tianjin,5,1,1,1,550,7979.03,148850,1
Er Shiduo,Female,64,Beijing,2,1,1,1,508,1161.87,0,0
Qiu Liwei,Female,36,Beijing,8,2,0,1,572,9636.77,84068,0
Chen De,Female,28,Shanghai,5,1,1,0,689,1172,117254,1
Jia Shuji,Male,36,Tianjin,9,2,1,0,702,33321,111389,0
Ren Shi,Female,33,Beijing,2,2,1,0,710,13947.47,0,0
Zhen dema,Female,43,Beijing,8,1,1,0,586,12819.66,163047,1
Er Shazi,Male,58,Beijing,9,2,1,1,711,5118.13,112281,0
Yu Laoren,Male,43,Shanghai,1,1,0,0,670,22987.69,120284,0
Zheng Nengliang,Male,35,Shanghai,0,1,1,1,597,29704.84,156839,0
Jia Shuji,Male,55,Shanghai,2,1,0,1,653,11921.16,86425,0
Tian Tian,Female,50,Shanghai,5,2,1,0,687,21076.55,0,0
Xiao Jian,Female,39,Beijing,2,1,1,1,850,33803.3,182762,0
